,TOTAL_PACKAGES,TOTAL_PACKAGES_TLMD,TOTAL_PACKAGES_NC,TLMD_PARTITION_1_PACKAGES,TLMD_PARTITION_2_PACKAGES,TLMD_PARTITION_3AB_PACKAGES,TLMD_PARTITION_3C_PACKAGES,TLMD_SORTED_PACKAGES,TOTAL_LINEHAUL_A_PACKAGES,TOTAL_LINEHAUL_B_PACKAGES,TOTAL_LINEHAUL_C_PACKAGES,USPS_LINEHAUL_A_PACKAGES,USPS_LINEHAUL_B_PACKAGES,USPS_LINEHAUL_C_PACKAGES,UPSN_LINEHAUL_A_PACKAGES,UPSN_LINEHAUL_B_PACKAGES,UPSN_LINEHAUL_C_PACKAGES,FDEG_LINEHAUL_A_PACKAGES,FDEG_LINEHAUL_B_PACKAGES,FDEG_LINEHAUL_C_PACKAGES,FDE_LINEHAUL_A_PACKAGES,FDE_LINEHAUL_B_PACKAGES,FDE_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_A_PACKAGES,TLMD_LINEHAUL_B_PACKAGES,TLMD_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_TFC_PACKAGES,TLMD_AB_INDUCT_TIME,TLMD_C_INDUCT_TIME,LINEHAUL_TFC_TIME,TLMD_PARTITION_1_SORT_TIME,TLMD_PARTITION_2_SORT_TIME,TLMD_PARTITION_3AB_SORT_TIME,TLMD_PARTITION_3_SORT_TIME,UPSN_SORT_TIME,USPS_SORT_TIME,FDEG_SORT_TIME,FDE_SORT_TIME,TOTAL_PALLETS_TLMD,UPSN_PALLETS,USPS_PALLETS,FDEG_PALLETS,FDE_PALLETS,PASSED_OVER_PACKAGES_TLMD
0,12100,7470,4630,2988,2241,1939,302,7470.0,4860,4500,551,724,716,73,580,516,73,956,866,100,9,14,3,2591,2388,302,2189,539.2167495360765,,360.0,878.1441697304964,1113.2058374252908,1305.0316935558453,1332.563370997811,501.65439986027104,503.96569602879975,504.79761716801823,497.35754983304327,116,24,31,39,1,0
1,12100,8730,3370,3492,2619,1826,793,8730.0,4563,3604,1258,587,499,175,404,316,113,597,497,176,2,3,1,2973,2289,793,2675,456.7802156399226,,360.0,639.095850685919,1049.2371633119005,1230.479560802881,1302.8199502470386,400.54652542276557,401.21135867526885,401.0135114253747,318.8823815486103,137,17,26,26,1,0
2,12100,7716,4384,3086,2315,1811,504,7716.0,3996,4193,964,741,859,216,731,746,165,422,425,79,0,0,0,2102,2163,504,2947,560.5881493031848,,360.0,921.5494472092572,1164.8492913563796,1343.721682952652,1390.3024855601354,511.78285586669483,511.77839786026857,511.4523756174042,0.0,120,33,37,19,0,0
3,12100,7139,4961,2856,2142,1876,265,,3200,3294,804,627,655,160,1011,1073,253,484,558,124,6,8,2,1072,1000,265,4802,636.2236460511781,,360.0,1077.0885666842626,1287.8216780882497,,,557.1247640625498,556.7560696009883,556.9970307664584,533.3329249809094,111,47,29,24,1,806
4,12100,7136,4964,2854,2141,1698,443,7136.0,5348,3271,925,1410,819,259,826,568,133,503,336,87,10,10,3,2599,1538,443,2556,573.5723586199069,,360.0,929.0104101950974,1152.8025670932614,1322.5559165467141,1363.7816571491555,534.9005844630458,535.3889317398265,535.0080986216473,534.4969843625997,111,31,50,19,1,0
5,12100,7228,4872,2891,2168,1614,555,7228.0,4987,3321,1119,854,555,197,673,444,153,1042,713,211,13,14,3,2405,1595,555,2673,546.9875059613079,,360.0,878.244468304421,1107.819163045617,1270.5083549874457,1319.9175271244872,503.1188121692421,503.2413075304234,503.41662798600765,498.9000045543209,113,26,33,40,1,0
6,12100,7653,4447,3061,2296,1851,445,7653.0,3979,3984,888,702,634,143,456,491,110,845,863,189,5,8,1,1971,1988,445,3249,535.2639007602652,,360.0,869.7728832017566,1110.0493675479909,1293.6643698714627,1333.2802021419543,485.2983715561069,484.5901623155226,484.6062115112096,456.43498913052565,120,22,30,38,1,0
7,12100,7848,4252,3139,2354,1688,667,7848.0,3987,3625,1283,648,582,205,448,405,131,781,742,273,16,14,7,2094,1882,667,3205,520.7860205844278,,360.0,859.3561316615151,1099.7006853823789,1271.1783438399043,1333.1515267132193,469.0747474298129,470.1831021622961,470.256789956066,465.9778505816152,123,20,29,36,1,0
8,12100,7967,4133,3187,2390,1728,662,7967.0,4259,3590,1220,715,613,214,718,560,199,517,432,144,10,10,1,2299,1975,662,3031,492.5814090646784,,360.0,657.6728874367952,1060.607136299564,1233.494337714897,1293.9104995762052,448.28608084636585,448.3244709041064,447.4640840147175,440.4333565037559,125,30,31,22,1,0
9,12100,7656,4444,3062,2297,1681,616,7656.0,4627,3383,1237,674,523,184,808,587,251,716,515,186,0,0,0,2429,1758,616,2853,522.3801099352918,,360.0,861.7642330037825,1097.284630811476,1261.4288403524108,1317.368436449496,475.7042377959655,476.24431672240087,476.13097607095557,0.0,120,33,28,29,0,0
10,12100,7814,4286,3126,2344,1807,537,7814.0,4222,3809,975,851,812,183,114,118,25,1013,939,230,0,1,0,2244,1939,537,3094,534.2634856521195,,360.0,881.4368187777909,1121.8761109147788,1302.0895364406904,1351.7066600259068,482.88086804076113,484.91012400531827,485.3868077079958,402.0731145029357,123,6,37,44,1,0
11,12100,7571,4529,3028,2271,1619,653,7571.0,5478,4816,1098,875,783,207,630,596,121,645,536,114,12,7,3,3316,2894,653,708,494.8335724837041,,360.0,654.436791656852,1042.6002874549838,1190.80778152276,1265.1435179866016,484.1931537632107,483.9778673750322,483.86725785594206,479.24187443728056,118,27,38,26,1,0
12,12100,8794,3306,3518,2638,2185,453,8794.0,4169,4284,724,599,642,109,340,338,55,561,545,106,4,6,1,2665,2753,453,2923,471.56960101134644,,360.0,652.0070597679909,1068.4813586462112,1283.9047505888714,1327.2354819196833,411.48744468254915,414.1321467506192,413.02772307799324,343.8213484789103,137,15,27,25,1,0
13,12100,7373,4727,2949,2212,1745,467,7373.0,4320,3196,1056,783,590,200,566,448,143,993,730,242,17,11,4,1961,1417,467,3528,542.8773208144012,,360.0,881.754217667034,1113.7555719273455,1288.7191747802897,1331.493265121616,488.28782770516284,487.10955995905266,487.9568278520975,481.3570249418859,116,24,32,40,1,0
14,12100,8419,3681,3368,2526,1879,646,8419.0,3817,4035,1048,750,790,181,14,18,2,825,871,217,4,7,2,2224,2349,646,3200,475.3813843235201,,360.0,650.4559332028998,1059.5206780567557,1244.9070359662364,1306.3148604490784,402.14579344258505,419.8703390540476,435.5451796922609,381.42231004653235,130,1,35,39,1,0
15,12100,8060,4040,3224,2418,1881,537,8060.0,4674,4099,962,1012,947,211,686,595,170,183,180,41,6,6,3,2787,2371,537,2365,477.067416244001,,360.0,646.1140167250833,1038.0211442356167,1224.5200313088312,1272.726148057993,441.74408300714487,441.2805881789794,440.56065048504036,382.38976546283635,126,30,44,9,1,0
16,12100,8346,3754,3338,2504,2163,341,8346.0,3991,3185,647,1056,829,168,156,136,24,662,594,113,8,7,1,2109,1619,341,4277,500.34989797252194,,360.0,849.1452418569902,1101.103752073187,1312.8691672917912,1343.1797107417233,414.92212089700485,418.6881487125633,418.66478911519556,408.66072956760195,131,7,42,28,1,0
17,12100,8685,3415,3474,2606,2131,474,8685.0,4504,2714,837,1031,581,178,476,274,99,436,238,85,12,4,1,2549,1617,474,4045,467.3217817655655,,360.0,650.2891245984619,1066.3684600432873,1276.0903923072208,1319.0960117562918,387.5375414998672,387.4136794205406,387.77423971027497,381.64370307135044,136,17,36,16,1,0
18,12100,6495,5605,2598,1948,1446,503,6495.0,4687,3646,1223,1373,1082,352,709,550,194,642,504,173,17,8,1,1946,1502,503,2544,598.6604443268185,,360.0,948.1608481250007,1155.9770347969495,1301.2765805231024,1347.5203352823899,560.7167155762797,562.2353654633309,561.7771562554375,518.5185836744852,101,30,57,27,1,0
19,12100,7983,4117,3193,2395,1906,489,7983.0,4139,2473,1084,997,585,249,585,348,167,632,372,178,3,0,1,1922,1168,489,4404,543.8212340638277,,360.0,908.1080593382892,1156.1267793491982,1346.3865717702542,1391.4642536693407,476.29461483045174,478.35358782515283,475.1126723606586,282.8413550601555,125,22,37,24,1,0
20,12100,7831,4269,3132,2349,2025,325,,4520,2329,763,468,224,88,1119,559,179,967,485,170,7,2,1,1959,1059,325,4488,569.3018309458733,,360.0,942.4320670314644,1185.2117536957783,1385.3017952589269,,500.5846241660206,498.9472747146521,500.2071340695406,470.5741023308745,123,38,16,33,1,47
21,12100,7987,4113,3195,2396,1969,427,7987.0,3785,2493,1011,599,417,173,613,395,157,880,589,247,21,15,7,1672,1077,427,4811,533.6543635908271,,360.0,886.7439375457229,1134.6453072264671,1330.022311576112,1368.9440890758008,454.3306112143386,454.79546983484096,454.5176844853035,450.15012657323075,125,24,24,35,1,0
22,12100,7280,4820,2912,2184,1824,360,7280.0,5451,3276,756,1031,611,147,794,483,104,920,580,145,4,1,0,2702,1601,360,2617,543.965658683175,,360.0,882.2995100169044,1112.6048620835675,1292.184794237666,1325.038505153344,499.88127052815355,501.285502198879,501.2893544837787,413.12382433646496,114,28,36,33,1,0
23,12100,7529,4571,3012,2259,1781,477,7529.0,4028,4094,955,778,731,194,460,417,105,815,885,177,3,4,2,1972,2057,477,3023,522.9593149982032,,360.0,855.5815102360698,1085.2945245040985,1263.095302532942,1305.6524846413254,477.4421901995911,477.7041113337157,476.74552159909183,451.5298368511047,118,20,35,38,1,0
24,12100,8694,3406,3478,2608,1977,631,8694.0,4212,3443,977,646,489,112,158,168,31,860,722,200,14,3,3,2534,2061,631,3468,454.80191708391817,,360.0,636.3586128463015,1036.9613964873158,1232.9168923339678,1289.2881338826471,383.27214770827345,384.97257217368417,385.32708860198846,350.38607102200376,136,8,25,36,1,0
