,TOTAL_PACKAGES,TOTAL_PACKAGES_TLMD,TOTAL_PACKAGES_NC,TLMD_PARTITION_1_PACKAGES,TLMD_PARTITION_2_PACKAGES,TLMD_PARTITION_3AB_PACKAGES,TLMD_PARTITION_3C_PACKAGES,TLMD_SORTED_PACKAGES,TOTAL_LINEHAUL_A_PACKAGES,TOTAL_LINEHAUL_B_PACKAGES,TOTAL_LINEHAUL_C_PACKAGES,USPS_LINEHAUL_A_PACKAGES,USPS_LINEHAUL_B_PACKAGES,USPS_LINEHAUL_C_PACKAGES,UPSN_LINEHAUL_A_PACKAGES,UPSN_LINEHAUL_B_PACKAGES,UPSN_LINEHAUL_C_PACKAGES,FDEG_LINEHAUL_A_PACKAGES,FDEG_LINEHAUL_B_PACKAGES,FDEG_LINEHAUL_C_PACKAGES,FDE_LINEHAUL_A_PACKAGES,FDE_LINEHAUL_B_PACKAGES,FDE_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_A_PACKAGES,TLMD_LINEHAUL_B_PACKAGES,TLMD_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_TFC_PACKAGES,TLMD_AB_INDUCT_TIME,TLMD_C_INDUCT_TIME,LINEHAUL_TFC_TIME,TLMD_PARTITION_1_SORT_TIME,TLMD_PARTITION_2_SORT_TIME,TLMD_PARTITION_3AB_SORT_TIME,TLMD_PARTITION_3_SORT_TIME,UPSN_SORT_TIME,USPS_SORT_TIME,FDEG_SORT_TIME,FDE_SORT_TIME,TOTAL_PALLETS_TLMD,UPSN_PALLETS,USPS_PALLETS,FDEG_PALLETS,FDE_PALLETS,PASSED_OVER_PACKAGES_TLMD
0,12100,7470,4630,2988,2241,1939,302,7470.0,4860,4500,551,724,716,73,580,516,73,956,866,100,9,14,3,2591,2388,302,2189,539.5278148949,1140.875122789944,360.0,877.6288624596684,1113.455783652598,1332.1728444022935,1359.636693115762,504.56705836746323,504.5185742072243,504.58050573103435,497.74508120258446,116,24,31,39,1,0
1,12100,8730,3370,3492,2619,1826,793,8730.0,4563,3604,1258,587,499,175,404,316,113,597,497,176,2,3,1,2973,2289,793,2675,455.16982329678535,1115.9512997133181,360.0,638.7630002315989,1046.921311742954,1298.745148860821,1370.257594625899,397.9098347528156,400.7052163859978,400.5666374610854,321.2024590235495,137,17,26,26,1,0
2,12100,7716,4384,3086,2315,1811,504,,3996,4193,964,741,859,216,731,746,165,422,425,79,0,0,0,2102,2163,504,2947,561.2782390671244,1244.776025715285,360.0,925.5810169740341,1164.6367347814,,,511.4785596455599,512.0070336749959,510.8720167725133,0.0,120,33,37,19,0,514
3,12100,7139,4961,2856,2142,1876,265,,3200,3294,804,627,655,160,1011,1073,253,484,558,124,6,8,2,1072,1000,265,4802,635.875578989634,1360.9320642597072,360.0,1071.1645530711683,1280.1479690549045,,,563.7117107034571,562.5414400566764,564.0913801168513,529.7825743216507,111,47,29,24,1,1593
4,12100,7136,4964,2854,2141,1698,443,,5348,3271,925,1410,819,259,826,568,133,503,336,87,10,10,3,2599,1538,443,2556,569.9808541592707,1230.165824130148,360.0,919.5356987220914,1144.2258849117313,1383.3459148336556,,531.4730664788802,531.3203585791138,531.1426634684964,528.7468936782672,111,31,50,19,1,154
5,12100,7228,4872,2891,2168,1614,555,,4987,3321,1119,854,555,197,673,444,153,1042,713,211,13,14,3,2405,1595,555,2673,547.5949221035291,1197.999951571767,360.0,885.5422049080026,1112.3968853320066,1360.4169545143754,,503.6042313344569,504.55520212272836,504.87562017060503,500.6741070063281,113,26,33,40,1,10
6,12100,7653,4447,3061,2296,1851,445,7653.0,3979,3984,888,702,634,143,456,491,110,845,863,189,5,8,1,1971,1988,445,3249,531.6490741373694,1177.2234782356618,360.0,872.0992333508646,1112.9979961029094,1361.196202874376,1402.2563799231568,478.27018266697155,479.04129412851665,479.92968543906443,471.87059609048055,120,22,30,38,1,0
7,12100,7848,4252,3139,2354,1688,667,,3987,3625,1283,648,582,205,448,405,131,781,742,273,16,14,7,2094,1882,667,3205,519.2258280219424,1192.5421964303587,360.0,858.066424412913,1097.2592969220582,1361.4306466638195,,468.46914113484274,468.4615349339437,468.65127736552563,466.7948947339965,123,20,29,36,1,128
8,12100,7967,4133,3187,2390,1728,662,7967.0,4259,3590,1220,715,613,214,718,560,199,517,432,144,10,10,1,2299,1975,662,3031,491.1536883293376,1145.5482743277992,360.0,657.8365894914343,1062.0175779598596,1317.299267166439,1377.470577975417,442.59300779441,442.4786713242543,440.9447044982155,438.63876390624125,125,30,31,22,1,0
9,12100,7656,4444,3062,2297,1681,616,7656.0,4627,3383,1237,674,523,184,808,587,251,716,515,186,0,0,0,2429,1758,616,2853,519.6993488964242,1181.0153727450684,360.0,853.674169859473,1086.3062698224503,1348.1919656063283,1405.0714390028259,473.6643166818035,473.86620300262746,473.7154835841383,0.0,120,33,28,29,0,0
