,TOTAL_PACKAGES,TOTAL_PACKAGES_TLMD,TOTAL_PACKAGES_NC,TLMD_PARTITION_1_PACKAGES,TLMD_PARTITION_2_PACKAGES,TLMD_PARTITION_3AB_PACKAGES,TLMD_PARTITION_3C_PACKAGES,TLMD_SORTED_PACKAGES,TOTAL_LINEHAUL_A_PACKAGES,TOTAL_LINEHAUL_B_PACKAGES,TOTAL_LINEHAUL_C_PACKAGES,USPS_LINEHAUL_A_PACKAGES,USPS_LINEHAUL_B_PACKAGES,USPS_LINEHAUL_C_PACKAGES,UPSN_LINEHAUL_A_PACKAGES,UPSN_LINEHAUL_B_PACKAGES,UPSN_LINEHAUL_C_PACKAGES,FDEG_LINEHAUL_A_PACKAGES,FDEG_LINEHAUL_B_PACKAGES,FDEG_LINEHAUL_C_PACKAGES,FDE_LINEHAUL_A_PACKAGES,FDE_LINEHAUL_B_PACKAGES,FDE_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_A_PACKAGES,TLMD_LINEHAUL_B_PACKAGES,TLMD_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_TFC_PACKAGES,TLMD_AB_INDUCT_TIME,TLMD_C_INDUCT_TIME,LINEHAUL_TFC_TIME,TLMD_PARTITION_1_SORT_TIME,TLMD_PARTITION_2_SORT_TIME,TLMD_PARTITION_3AB_SORT_TIME,TLMD_PARTITION_3_SORT_TIME,UPSN_SORT_TIME,USPS_SORT_TIME,FDEG_SORT_TIME,FDE_SORT_TIME,TOTAL_PALLETS_TLMD,UPSN_PALLETS,USPS_PALLETS,FDEG_PALLETS,FDE_PALLETS,PASSED_OVER_PACKAGES_TLMD
0,12100,7470,4630,2988,2241,1939,302,7470.0,4860,4500,551,724,716,73,580,516,73,956,866,100,9,14,3,2591,2388,302,2189,538.5497666197274,,360.0,876.6379899621012,1109.4440471200546,1300.8571546630192,1327.9331093480118,503.3312565616058,504.0156638013189,504.5163032606635,502.0786431336957,116,24,31,39,1,0
1,12100,8730,3370,3492,2619,1826,793,8730.0,4563,3604,1258,587,499,175,404,316,113,597,497,176,2,3,1,2973,2289,793,2675,454.6762421814482,,360.0,636.1237504015104,1040.0171159473593,1221.8836633499732,1293.455264774262,400.3431654452066,400.6606533363145,400.62528342598307,315.4596886647099,137,17,26,26,1,0
2,12100,7716,4384,3086,2315,1811,504,7716.0,3996,4193,964,741,859,216,731,746,165,422,425,79,0,0,0,2102,2163,504,2947,558.2943647241408,,360.0,919.4860100221101,1159.7918236113003,1339.0508232842399,1384.6832690645024,512.5953171760121,512.34058731257,510.0252454515935,0.0,120,33,37,19,0,0
3,12100,7139,4961,2856,2142,1876,265,,3200,3294,804,627,655,160,1011,1073,253,484,558,124,6,8,2,1072,1000,265,4802,633.2396956076079,,360.0,1065.4063328331915,1274.02629756655,,,559.2701641548742,559.0734138468933,559.5517652897769,538.381310877612,111,47,29,24,1,653
4,12100,7136,4964,2854,2141,1698,443,7136.0,5348,3271,925,1410,819,259,826,568,133,503,336,87,10,10,3,2599,1538,443,2556,573.4416164317056,,360.0,925.0808397287127,1148.6631258619873,1318.1061334975886,1359.1090162812643,532.9930116220073,533.3204302504593,532.9843338795421,529.1968775281465,111,31,50,19,1,0
5,12100,7228,4872,2891,2168,1614,555,7228.0,4987,3321,1119,854,555,197,673,444,153,1042,713,211,13,14,3,2405,1595,555,2673,542.0096094783408,,360.0,874.0579007018949,1101.163569727344,1263.145574714476,1313.3149909697051,500.8143333342837,500.6397736342351,500.91695598512587,496.9656552857628,113,26,33,40,1,0
6,12100,7653,4447,3061,2296,1851,445,7653.0,3979,3984,888,702,634,143,456,491,110,845,863,189,5,8,1,1971,1988,445,3249,531.1031438047314,,360.0,871.1980043790435,1108.9768797731554,1293.3668246924703,1334.2883487603806,481.82757498512285,481.6844004602758,481.6563391305699,462.62461228864066,120,22,30,38,1,0
7,12100,7848,4252,3139,2354,1688,667,7848.0,3987,3625,1283,648,582,205,448,405,131,781,742,273,16,14,7,2094,1882,667,3205,519.1688677385705,,360.0,859.861183595717,1100.1760421356141,1268.540785350391,1328.6761881882023,470.22594241152154,470.2157270823054,470.3200542378843,459.85265490634043,123,20,29,36,1,0
8,12100,7967,4133,3187,2390,1728,662,7967.0,4259,3590,1220,715,613,214,718,560,199,517,432,144,10,10,1,2299,1975,662,3031,493.065635080297,,360.0,657.7845227623632,1059.1588995194663,1232.3017497998114,1293.2005550557064,446.15583389814356,446.0669392752183,445.7533913460509,439.0061157104153,125,30,31,22,1,0
9,12100,7656,4444,3062,2297,1681,616,7656.0,4627,3383,1237,674,523,184,808,587,251,716,515,186,0,0,0,2429,1758,616,2853,520.7096583124918,,360.0,857.2219343249818,1090.040766917601,1257.600209510277,1313.5955760348272,475.71502524037953,476.0208330391315,476.30751212046283,0.0,120,33,28,29,0,0
