,TOTAL_PACKAGES,TOTAL_PACKAGES_TLMD,TOTAL_PACKAGES_NC,TLMD_PARTITION_1_PACKAGES,TLMD_PARTITION_2_PACKAGES,TLMD_PARTITION_3AB_PACKAGES,TLMD_PARTITION_3C_PACKAGES,TLMD_SORTED_PACKAGES,TOTAL_LINEHAUL_A_PACKAGES,TOTAL_LINEHAUL_B_PACKAGES,TOTAL_LINEHAUL_C_PACKAGES,USPS_LINEHAUL_A_PACKAGES,USPS_LINEHAUL_B_PACKAGES,USPS_LINEHAUL_C_PACKAGES,UPSN_LINEHAUL_A_PACKAGES,UPSN_LINEHAUL_B_PACKAGES,UPSN_LINEHAUL_C_PACKAGES,FDEG_LINEHAUL_A_PACKAGES,FDEG_LINEHAUL_B_PACKAGES,FDEG_LINEHAUL_C_PACKAGES,FDE_LINEHAUL_A_PACKAGES,FDE_LINEHAUL_B_PACKAGES,FDE_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_A_PACKAGES,TLMD_LINEHAUL_B_PACKAGES,TLMD_LINEHAUL_C_PACKAGES,TLMD_LINEHAUL_TFC_PACKAGES,TLMD_AB_INDUCT_TIME,TLMD_C_INDUCT_TIME,LINEHAUL_TFC_TIME,TLMD_PARTITION_1_SORT_TIME,TLMD_PARTITION_2_SORT_TIME,TLMD_PARTITION_3AB_SORT_TIME,TLMD_PARTITION_3_SORT_TIME,UPSN_SORT_TIME,USPS_SORT_TIME,FDEG_SORT_TIME,FDE_SORT_TIME,TOTAL_PALLETS_TLMD,UPSN_PALLETS,USPS_PALLETS,FDEG_PALLETS,FDE_PALLETS,PASSED_OVER_PACKAGES_TLMD
0,12100,7470,4630,2988,2241,1939,302,7470.0,4860,4500,551,724,716,73,580,516,73,956,866,100,9,14,3,2591,2388,302,2189,535.7727310057661,1136.0493417315429,360.0,877.0782595952795,1107.6218935355057,1327.2293774508396,1354.7333820833294,505.10935863267275,505.3977825228842,505.2863137121516,494.83373031061836,116,24,31,39,1,0
1,12100,8730,3370,3492,2619,1826,793,8730.0,4563,3604,1258,587,499,175,404,316,113,597,497,176,2,3,1,2973,2289,793,2675,459.1465096671481,1117.2402221239902,360.0,640.6383391703883,1050.0846740135062,1301.0263614673897,1375.8958876720762,401.96872823030117,404.91347029843894,405.25247941950187,318.8036860022867,137,17,26,26,1,0
2,12100,7716,4384,3086,2315,1811,504,,3996,4193,964,741,859,216,731,746,165,422,425,79,0,0,0,2102,2163,504,2947,562.7760920423173,1249.8673490349283,360.0,932.9534061704693,1172.1121669821218,,,511.8099086740293,511.63102361075954,511.7445648367625,0.0,120,33,37,19,0,587
3,12100,7139,4961,2856,2142,1876,265,,3200,3294,804,627,655,160,1011,1073,253,484,558,124,6,8,2,1072,1000,265,4802,639.796078677504,1364.7812522705694,360.0,1074.4706058913425,1284.5498769197927,,,564.4019587088072,563.1247164381134,565.149266769673,526.8473652132388,111,47,29,24,1,1644
4,12100,7136,4964,2854,2141,1698,443,,5348,3271,925,1410,819,259,826,568,133,503,336,87,10,10,3,2599,1538,443,2556,575.0967276605506,1242.6887741422925,360.0,929.8506809895855,1153.4534544494786,1401.3661002419894,,533.9149099197581,533.9446890226925,533.5175406704467,530.7894366083824,111,31,50,19,1,348
5,12100,7228,4872,2891,2168,1614,555,7228.0,4987,3321,1119,854,555,197,673,444,153,1042,713,211,13,14,3,2405,1595,555,2673,546.1339931173009,1189.848275126874,360.0,881.0823691111948,1104.4604647572935,1351.006462374531,1401.2122459491377,506.2457305942568,506.235378774658,504.48355305190285,496.32156481224365,113,26,33,40,1,0
6,12100,7653,4447,3061,2296,1851,445,,3979,3984,888,702,634,143,456,491,110,845,863,189,5,8,1,1971,1988,445,3249,535.0673851554743,1183.1193629364036,360.0,883.7443238331017,1120.1918652584986,1369.3233594211774,,484.03059892599487,483.64213867400434,483.17025041575164,471.95749643414564,120,22,30,38,1,16
7,12100,7848,4252,3139,2354,1688,667,,3987,3625,1283,648,582,205,448,405,131,781,742,273,16,14,7,2094,1882,667,3205,522.9628174832092,1216.1901056025647,360.0,867.3600107930118,1108.875301924346,1369.5856371814702,,471.5774017448973,471.8421382836322,471.7294472944008,470.12832843024216,123,20,29,36,1,196
8,12100,7967,4133,3187,2390,1728,662,7967.0,4259,3590,1220,715,613,214,718,560,199,517,432,144,10,10,1,2299,1975,662,3031,495.96611336599744,1159.3383389191636,360.0,662.7960711933573,1075.8075504492863,1330.5637533859697,1389.5008286124719,443.4110526178301,443.79263035816575,443.51404860145664,442.7286359114636,125,30,31,22,1,0
9,12100,7656,4444,3062,2297,1681,616,,4627,3383,1237,674,523,184,808,587,251,716,515,186,0,0,0,2429,1758,616,2853,528.2371897362322,1220.127290987826,360.0,867.3153611195886,1106.997649595877,1375.1337971448231,,478.7459607069101,478.5845073105129,478.4885811750293,0.0,120,33,28,29,0,220
10,12100,7814,4286,3126,2344,1807,537,,4222,3809,975,851,812,183,114,118,25,1013,939,230,0,1,0,2244,1939,537,3094,538.1487135632992,1195.5229289493514,360.0,890.8431686461308,1133.5571877004165,1374.5622116811146,,483.35908358484033,485.24848070149943,485.6261104025396,408.56479674010814,123,6,37,44,1,166
11,12100,7571,4529,3028,2271,1619,653,7571.0,5478,4816,1098,875,783,207,630,596,121,645,536,114,12,7,3,3316,2894,653,708,494.8008861672694,1104.0297363980578,360.0,654.6189545896582,1041.0904155434457,1267.0256281033796,1326.3903968665618,487.9476639734726,486.5761912669881,486.86269780170807,472.8293215862568,118,27,38,26,1,0
12,12100,8794,3306,3518,2638,2185,453,8794.0,4169,4284,724,599,642,109,340,338,55,561,545,106,4,6,1,2665,2753,453,2923,471.94256014437235,1112.8362465412881,360.0,655.5067390164339,1080.5581358102033,1324.9772834125197,1367.4373327439555,414.400876131541,414.38100245729544,413.9990026992499,354.745638035508,137,15,27,25,1,0
13,12100,7373,4727,2949,2212,1745,467,,4320,3196,1056,783,590,200,566,448,143,993,730,242,17,11,4,1961,1417,467,3528,548.7547810952898,1236.489033944316,360.0,896.4714177206079,1131.9982430952007,1397.4663518074478,,489.84774393343474,490.74970060458804,489.619010000716,489.46570548499767,116,24,32,40,1,331
14,12100,8419,3681,3368,2526,1879,646,8419.0,3817,4035,1048,750,790,181,14,18,2,825,871,217,4,7,2,2224,2349,646,3200,475.53758473782017,1118.6048450525227,360.0,651.9911295958084,1063.8672560776834,1307.1759292073762,1366.2467644449375,398.7056868753662,415.8399760716659,416.1247796706284,373.07065354375055,130,1,35,39,1,0
15,12100,8060,4040,3224,2418,1881,537,8060.0,4674,4099,962,1012,947,211,686,595,170,183,180,41,6,6,3,2787,2371,537,2365,474.8071219692455,1095.3381573219663,360.0,642.4941050537767,1035.409299134217,1280.5793199931852,1328.7141667865376,438.3732678482868,438.12888326192274,438.30648498380145,392.81216618556715,126,30,44,9,1,0
16,12100,8346,3754,3338,2504,2163,341,8346.0,3991,3185,647,1056,829,168,156,136,24,662,594,113,8,7,1,2109,1619,341,4277,497.5410295331109,1134.5336722453026,360.0,847.143113656247,1097.4100868711755,1347.895179922676,1378.4347008289012,408.2125149820674,412.4366347071888,412.7863810385874,409.6149981150884,131,7,42,28,1,0
17,12100,8685,3415,3474,2606,2131,474,8685.0,4504,2714,837,1031,581,178,476,274,99,436,238,85,12,4,1,2549,1617,474,4045,466.98992384693685,1110.1009397235691,360.0,648.5605396433032,1059.7425905082432,1316.254155236525,1360.2261179387374,387.0597470903103,386.7178800510309,386.3036811826707,371.0929610832867,136,17,36,16,1,0
18,12100,6495,5605,2598,1948,1446,503,,4687,3646,1223,1373,1082,352,709,550,194,642,504,173,17,8,1,1946,1502,503,2544,595.4320834222065,1282.2084852958903,360.0,944.1262886264828,1152.5522051140997,,,560.6236090823586,559.4139943766405,560.1938470263499,532.0987568677745,101,30,57,27,1,529
19,12100,7983,4117,3193,2395,1906,489,,4139,2473,1084,997,585,249,585,348,167,632,372,178,3,0,1,1922,1168,489,4404,551.4648484789284,1269.837741129626,360.0,913.6120152632157,1160.1568515273138,,,481.652934779252,481.8577210974806,479.5604678213608,269.5667335845407,125,22,37,24,1,849
20,12100,7831,4269,3132,2349,2025,325,,4520,2329,763,468,224,88,1119,559,179,967,485,170,7,2,1,1959,1059,325,4488,572.5082363339902,1272.0311477537489,360.0,948.5769155907419,1194.5516130042556,,,503.61117339824716,498.2131083131789,502.42122819889244,473.24775540725415,123,38,16,33,1,849
21,12100,7987,4113,3195,2396,1969,427,,3785,2493,1011,599,417,173,613,395,157,880,589,247,21,15,7,1672,1077,427,4811,536.816946225129,1244.0539612414384,360.0,892.5817379723248,1141.6907294048547,,,458.2723032417451,456.6312972349987,457.28871097235566,452.7232559747291,125,24,24,35,1,569
