,Truck_1_Arrival,Truck_2_Arrival,Truck_3_Arrival,Truck_4_Arrival,Truck_5_Arrival,Truck_6_Arrival,Truck_7_Arrival,Truck_8_Arrival,Truck_9_Arrival,Truck_10_Arrival,Truck_1_Volume,Truck_2_Volume,Truck_3_Volume,Truck_4_Volume,Truck_5_Volume,Truck_6_Volume,Truck_9_Volume,Truck_10_Volume
0,59.93434094883789,138.16627310485126,115.88835860194853,88.21144687849231,253.27186864211163,288.91340175124793,294.14494155196684,918.7207201970043,930.2243223973242,976.2681499677242,8,5,6,7,1,1,5,7
