,Truck_1_Arrival,Truck_2_Arrival,Truck_3_Arrival,Truck_4_Arrival,Truck_5_Arrival,Truck_6_Arrival,Truck_7_Arrival,Truck_8_Arrival,Truck_9_Arrival,Truck_10_Arrival,Truck_1_Volume,Truck_2_Volume,Truck_3_Volume,Truck_4_Volume,Truck_5_Volume,Truck_6_Volume,Truck_9_Volume,Truck_10_Volume
0,80.33398588484155,111.36364218343735,119.240865340529,119.87698591392447,218.9624420948316,293.1528328484959,317.5768749984299,937.2567494766466,942.7023097885262,982.3782874355313,6,6,7,6,1,1,5,8
