,Truck_1_Arrival,Truck_2_Arrival,Truck_3_Arrival,Truck_4_Arrival,Truck_5_Arrival,Truck_6_Arrival,Truck_7_Arrival,Truck_8_Arrival,Truck_9_Arrival,Truck_10_Arrival,Truck_11_Arrival,Truck_12_Arrival,Truck_13_Arrival,Truck_14_Arrival,Truck_15_Arrival,Truck_1_Volume,Truck_2_Volume,Truck_3_Volume,Truck_4_Volume,Truck_5_Volume,Truck_6_Volume,Truck_7_Volume,Truck_8_Volume,Truck_9_Volume,Truck_10_Volume,Truck_11_Volume,Truck_12_Volume,Truck_13_Volume,Truck_14_Volume,Truck_15_Volume
41,49.65916626,125.0061674,120.1890108,111.0548345,147.8652318,176.6707138,155.2370955,230.1988296,208.4517877,239.5289761,178.723991,943.8365007,1028.106853,993.8216618,752.3684855,281,446,494,256,942,315,259,874,846,825,472,175,317,265,158
42,46.03470047,68.90502915,111.1750727,118.1902197,135.8593948,166.3652763,179.6604017,231.9117645,230.8294996,230.8830222,191.130308,968.4383322,928.7545245,994.5684194,926.1481171,208,529,747,354,435,532,306,454,487,831,332,37,222,161,146
43,55.61365748,85.08142844,114.764425,114.6560802,145.8455973,152.8671253,171.1483816,222.9692907,258.0205222,239.0306573,187.9957125,970.7345215,902.3738337,968.3611203,795.9651036,200,535,882,83,183,780,38,582,459,787,245,268,185,181,116
44,74.04508688,81.81636962,123.2591349,130.9834716,142.6249338,152.3489659,209.8547315,221.1883252,193.7475812,219.1062356,298.0964112,991.2801389,894.5714194,938.5413716,978.8763917,504,547,603,0,710,519,179,471,1092,927,254,232,91,184,195
45,60.50518305,109.2935977,127.8484571,117.6179879,149.9458169,182.5422392,193.0772427,219.4464915,279.3289751,248.5535369,189.0616358,957.0244693,965.7180433,927.2454437,879.4097814,511,769,553,87,349,934,93,750,508,552,278,115,392,128,213
46,56.8060828,99.21838805,111.6846118,151.6497693,108.4754799,162.3975352,186.6947191,216.0730341,195.0994403,207.09091,225.4732662,935.8996228,1002.459201,1005.929167,877.3221534,481,479,578,235,551,809,273,515,647,546,414,281,335,101,205
47,70.04549411,128.8960162,145.8102112,130.537827,51.85663853,177.8089134,189.9488292,233.1578572,232.0651239,237.360357,242.0968541,927.5261003,964.2688826,965.6802372,861.8675783,245,461,865,467,215,656,144,831,912,944,106,222,190,46,92
48,47.52314135,110.3693575,130.630755,108.9464016,163.7322475,180.167179,183.0096208,220.9224326,205.593122,214.6970139,143.9617959,961.7220218,892.7168565,963.1809412,929.6819454,542,340,836,517,339,471,20,448,857,413,729,164,226,177,192
49,64.70022945,114.6855888,117.4034454,147.5567288,125.9590516,163.4943031,223.4640964,229.3107637,215.9891413,236.7660462,286.970683,951.6016506,874.8222443,954.6276527,951.1748222,534,497,699,104,15,752,356,312,783,689,270,204,347,206,181
50,58.3194158,98.66806515,108.8830058,166.3223013,36.58299694,191.0793185,180.2700862,227.9858797,231.0585752,223.6035384,229.5969684,913.0453685,947.9056519,945.0379843,884.5237015,631,555,610,109,553,685,35,507,952,707,386,256,102,249,91
