timestamp,Sorted
2024-08-02 01:01:15.685682,130
2024-08-02 01:01:21.559808,133
2024-08-02 01:01:26.594773,134
2024-08-02 01:01:32.468899,135
2024-08-02 01:01:38.343025,138
2024-08-02 01:01:43.377990,139
2024-08-02 01:01:49.252116,142
2024-08-02 01:01:54.287081,143
2024-08-02 01:02:00.161207,144
2024-08-02 01:02:06.035333,147
2024-08-02 01:02:11.070298,148
2024-08-02 01:02:16.944424,151
2024-08-02 01:02:21.979389,152
2024-08-02 01:02:27.853514,153
2024-08-02 01:02:33.727640,156
2024-08-02 01:02:38.762605,157
2024-08-02 01:02:44.636731,160
2024-08-02 01:02:49.671696,161
2024-08-02 01:02:55.545822,162
2024-08-02 01:03:01.419948,165
2024-08-02 01:03:06.454913,166
2024-08-02 01:03:12.329039,169
2024-08-02 01:03:17.364004,170
2024-08-02 01:03:23.238130,171
2024-08-02 01:03:29.112256,174
2024-08-02 01:03:34.147221,175
2024-08-02 01:03:40.021347,178
2024-08-02 01:03:45.056312,179
2024-08-02 01:03:50.930438,180
2024-08-02 01:03:56.804563,183
2024-08-02 01:04:01.839528,184
2024-08-02 01:04:07.713654,187
2024-08-02 01:04:12.748619,188
2024-08-02 01:04:18.622745,189
2024-08-02 01:04:24.496871,192
2024-08-02 01:04:29.531836,193
2024-08-02 01:04:35.405962,196
2024-08-02 01:04:40.440927,197
2024-08-02 01:04:46.315053,198
2024-08-02 01:04:52.189179,201
2024-08-02 01:04:57.224144,202
2024-08-02 01:05:03.098270,205
2024-08-02 01:05:08.133235,206
2024-08-02 01:05:14.007361,207
2024-08-02 01:05:19.881487,210
2024-08-02 01:05:24.916452,211
2024-08-02 01:05:30.790577,214
2024-08-02 01:05:35.825542,215
2024-08-02 01:05:41.699668,216
2024-08-02 01:05:47.573794,219
2024-08-02 01:05:52.608759,220
2024-08-02 01:05:58.482885,223
2024-08-02 01:06:03.517850,224
2024-08-02 01:06:09.391976,225
2024-08-02 01:06:15.266102,228
2024-08-02 01:06:20.301067,229
2024-08-02 01:06:26.175193,232
2024-08-02 01:06:31.210158,233
2024-08-02 01:06:37.084284,234
2024-08-02 01:06:42.958410,237
2024-08-02 01:06:47.993375,238
2024-08-02 01:06:53.867501,241
2024-08-02 01:06:58.902466,242
2024-08-02 01:07:04.776591,243
2024-08-02 01:07:10.650717,246
2024-08-02 01:07:15.685682,247
2024-08-02 01:07:21.559808,250
2024-08-02 01:07:26.594773,251
2024-08-02 01:07:32.468899,252
2024-08-02 01:07:38.343025,255
2024-08-02 01:07:43.377990,256
2024-08-02 01:07:49.252116,259
2024-08-02 01:07:54.287081,260
2024-08-02 01:08:00.161207,261
2024-08-02 01:08:06.035333,264
2024-08-02 01:08:11.070298,265
2024-08-02 01:08:16.944424,268
2024-08-02 01:08:21.979389,269
2024-08-02 01:08:27.853514,270
2024-08-02 01:08:33.727640,273
2024-08-02 01:08:38.762605,274
2024-08-02 01:08:44.636731,277
2024-08-02 01:08:49.671696,278
2024-08-02 01:08:55.545822,279
2024-08-02 01:09:01.419948,282
2024-08-02 01:09:06.454913,283
2024-08-02 01:09:12.329039,286
2024-08-02 01:09:17.364004,287
2024-08-02 01:09:23.238130,288
2024-08-02 01:09:29.112256,291
2024-08-02 01:09:34.147221,292
2024-08-02 01:09:40.021347,295
2024-08-02 01:09:45.056312,296
2024-08-02 01:09:50.930438,297
2024-08-02 01:09:56.804563,300
2024-08-02 01:10:01.839528,301
2024-08-02 01:10:07.713654,304
2024-08-02 01:10:12.748619,305
2024-08-02 01:10:18.622745,306
2024-08-02 01:10:24.496871,309
2024-08-02 01:10:29.531836,310
2024-08-02 01:10:35.405962,313
2024-08-02 01:10:40.440927,314
2024-08-02 01:10:46.315053,315
2024-08-02 01:10:52.189179,318
2024-08-02 01:10:57.224144,319
2024-08-02 01:11:03.098270,322
2024-08-02 01:11:08.133235,323
2024-08-02 01:11:14.007361,324
2024-08-02 01:11:19.881487,327
2024-08-02 01:11:24.916452,328
2024-08-02 01:11:30.790577,331
2024-08-02 01:11:35.825542,332
2024-08-02 01:11:41.699668,333
2024-08-02 01:11:47.573794,336
2024-08-02 01:11:52.608759,337
2024-08-02 01:11:58.482885,340
2024-08-02 01:12:03.517850,341
2024-08-02 01:12:09.391976,342
2024-08-02 01:12:15.266102,345
2024-08-02 01:12:20.301067,346
2024-08-02 01:12:26.175193,349
2024-08-02 01:12:31.210158,350
2024-08-02 01:12:37.084284,351
2024-08-02 01:12:42.958410,354
2024-08-02 01:12:47.993375,355
2024-08-02 01:12:53.867501,358
2024-08-02 01:12:58.902466,359
2024-08-02 01:13:04.776591,360
2024-08-02 01:13:10.650717,363
2024-08-02 01:13:15.685682,364
2024-08-02 01:13:21.559808,367
2024-08-02 01:13:26.594773,368
2024-08-02 01:13:32.468899,369
2024-08-02 01:13:38.343025,372
2024-08-02 01:13:43.377990,373
2024-08-02 01:13:49.252116,376
2024-08-02 01:13:54.287081,377
2024-08-02 01:14:00.161207,378
2024-08-02 01:14:06.035333,381
2024-08-02 01:14:11.070298,382
2024-08-02 01:14:16.944424,385
2024-08-02 01:14:21.979389,386
2024-08-02 01:14:27.853514,387
2024-08-02 01:14:33.727640,390
2024-08-02 01:14:38.762605,391
2024-08-02 01:14:44.636731,394
2024-08-02 01:14:49.671696,395
2024-08-02 01:14:55.545822,396
2024-08-02 01:15:01.419948,399
2024-08-02 01:15:06.454913,400
2024-08-02 01:15:12.329039,403
2024-08-02 01:15:17.364004,404
2024-08-02 01:15:23.238130,405
2024-08-02 01:15:29.112256,408
2024-08-02 01:15:34.147221,409
2024-08-02 01:15:40.021347,412
2024-08-02 01:15:45.056312,413
2024-08-02 01:15:50.930438,414
2024-08-02 01:15:56.804563,417
2024-08-02 01:16:01.839528,418
2024-08-02 01:16:07.713654,421
2024-08-02 01:16:12.748619,422
2024-08-02 01:16:18.622745,423
2024-08-02 01:16:24.496871,426
2024-08-02 01:16:29.531836,427
2024-08-02 01:16:35.405962,430
2024-08-02 01:16:40.440927,431
2024-08-02 01:16:46.315053,432
2024-08-02 01:16:52.189179,435
2024-08-02 01:16:57.224144,436
2024-08-02 01:17:03.098270,439
2024-08-02 01:17:08.133235,440
2024-08-02 01:17:14.007361,441
2024-08-02 01:17:19.881487,444
2024-08-02 01:17:24.916452,445
2024-08-02 01:17:30.790577,448
2024-08-02 01:17:35.825542,449
2024-08-02 01:17:41.699668,450
2024-08-02 01:17:47.573794,453
2024-08-02 01:17:52.608759,454
2024-08-02 01:17:58.482885,457
2024-08-02 01:18:03.517850,458
2024-08-02 01:18:09.391976,459
2024-08-02 01:18:15.266102,462
2024-08-02 01:18:20.301067,463
2024-08-02 01:18:26.175193,466
2024-08-02 01:18:31.210158,467
2024-08-02 01:18:37.084284,468
2024-08-02 01:18:42.958410,471
2024-08-02 01:18:47.993375,472
2024-08-02 01:18:53.867501,475
2024-08-02 01:18:58.902466,476
2024-08-02 01:19:04.776591,477
2024-08-02 01:19:10.650717,480
2024-08-02 01:19:15.685682,481
2024-08-02 01:19:21.559808,484
2024-08-02 01:19:26.594773,485
2024-08-02 01:19:32.468899,486
2024-08-02 01:19:38.343025,489
2024-08-02 01:19:43.377990,490
2024-08-02 01:19:49.252116,493
2024-08-02 01:19:54.287081,494
2024-08-02 01:20:00.161207,495
2024-08-02 01:20:06.035333,498
2024-08-02 01:20:11.070298,499
2024-08-02 01:20:16.944424,502
2024-08-02 01:20:21.979389,503
2024-08-02 01:20:27.853514,504
2024-08-02 01:20:33.727640,507
2024-08-02 01:20:38.762605,508
2024-08-02 01:20:44.636731,511
2024-08-02 01:20:49.671696,512
2024-08-02 01:20:55.545822,513
2024-08-02 01:21:01.419948,516
2024-08-02 01:21:06.454913,517
2024-08-02 01:21:12.329039,520
2024-08-02 01:21:17.364004,521
2024-08-02 01:21:23.238130,522
2024-08-02 01:21:29.112256,525
2024-08-02 01:21:34.147221,526
2024-08-02 01:21:40.021347,529
2024-08-02 01:21:45.056312,530
2024-08-02 01:21:50.930438,531
2024-08-02 01:21:56.804563,534
2024-08-02 01:22:01.839528,535
2024-08-02 01:22:07.713654,538
2024-08-02 01:22:12.748619,539
2024-08-02 01:22:18.622745,540
2024-08-02 01:22:24.496871,543
2024-08-02 01:22:29.531836,544
2024-08-02 01:22:35.405962,547
2024-08-02 01:22:40.440927,548
2024-08-02 01:22:46.315053,549
2024-08-02 01:22:52.189179,552
2024-08-02 01:22:57.224144,553
2024-08-02 01:23:03.098270,556
2024-08-02 01:23:08.133235,557
2024-08-02 01:23:14.007361,558
2024-08-02 01:23:19.881487,561
2024-08-02 01:23:24.916452,562
2024-08-02 01:23:30.790577,565
2024-08-02 01:23:35.825542,566
2024-08-02 01:23:41.699668,567
2024-08-02 01:23:47.573794,570
2024-08-02 01:23:52.608759,571
2024-08-02 01:23:58.482885,574
2024-08-02 01:24:03.517850,575
2024-08-02 01:24:09.391976,576
2024-08-02 01:24:15.266102,579
2024-08-02 01:24:20.301067,580
2024-08-02 01:24:26.175193,583
2024-08-02 01:24:31.210158,584
2024-08-02 01:24:37.084284,585
2024-08-02 01:24:42.958410,588
2024-08-02 01:24:47.993375,589
2024-08-02 01:24:53.867501,592
2024-08-02 01:24:58.902466,593
2024-08-02 01:25:04.776591,594
2024-08-02 01:25:10.650717,597
2024-08-02 01:25:15.685682,598
2024-08-02 01:25:21.559808,601
2024-08-02 01:25:26.594773,602
2024-08-02 01:25:32.468899,603
2024-08-02 01:25:38.343025,606
2024-08-02 01:25:43.377990,607
2024-08-02 01:25:49.252116,610
2024-08-02 01:25:54.287081,611
2024-08-02 01:26:00.161207,612
2024-08-02 01:26:06.035333,615
2024-08-02 01:26:11.070298,616
2024-08-02 01:26:16.944424,619
2024-08-02 01:26:21.979389,620
2024-08-02 01:26:27.853514,621
2024-08-02 01:26:33.727640,624
2024-08-02 01:26:38.762605,625
2024-08-02 01:26:44.636731,628
2024-08-02 01:26:49.671696,629
2024-08-02 01:26:55.545822,630
2024-08-02 01:27:01.419948,633
2024-08-02 01:27:06.454913,634
2024-08-02 01:27:12.329039,637
2024-08-02 01:27:17.364004,638
2024-08-02 01:27:23.238130,639
2024-08-02 01:27:29.112256,642
2024-08-02 01:27:34.147221,643
2024-08-02 01:27:40.021347,646
2024-08-02 01:27:45.056312,647
2024-08-02 01:27:50.930438,648
2024-08-02 01:27:56.804563,651
2024-08-02 01:28:01.839528,652
2024-08-02 01:28:07.713654,655
2024-08-02 01:28:12.748619,656
2024-08-02 01:28:18.622745,657
2024-08-02 01:28:24.496871,660
2024-08-02 01:28:29.531836,661
2024-08-02 01:28:35.405962,664
2024-08-02 01:28:40.440927,665
2024-08-02 01:28:46.315053,666
2024-08-02 01:28:52.189179,669
2024-08-02 01:28:57.224144,670
2024-08-02 01:29:03.098270,673
2024-08-02 01:29:08.133235,674
2024-08-02 01:29:14.007361,675
2024-08-02 01:29:19.881487,678
2024-08-02 01:29:24.916452,679
2024-08-02 01:29:30.790577,682
2024-08-02 01:29:35.825542,683
2024-08-02 01:29:41.699668,684
2024-08-02 01:29:47.573794,687
2024-08-02 01:29:52.608759,688
2024-08-02 01:29:58.482885,691
2024-08-02 01:30:03.517850,692
2024-08-02 01:30:09.391976,693
2024-08-02 01:30:15.266102,696
2024-08-02 01:30:20.301067,697
2024-08-02 01:30:26.175193,700
2024-08-02 01:30:31.210158,701
2024-08-02 01:30:37.084284,702
2024-08-02 01:30:42.958410,705
2024-08-02 01:30:47.993375,706
2024-08-02 01:30:53.867501,709
2024-08-02 01:30:58.902466,710
2024-08-02 01:31:04.776591,711
2024-08-02 01:31:10.650717,714
2024-08-02 01:31:15.685682,715
2024-08-02 01:31:21.559808,718
2024-08-02 01:31:26.594773,719
2024-08-02 01:31:32.468899,720
2024-08-02 01:31:38.343025,723
2024-08-02 01:31:43.377990,724
2024-08-02 01:31:49.252116,727
2024-08-02 01:31:54.287081,728
2024-08-02 01:32:00.161207,729
2024-08-02 01:32:06.035333,732
2024-08-02 01:32:11.070298,733
2024-08-02 01:32:16.944424,736
2024-08-02 01:32:21.979389,737
2024-08-02 01:32:27.853514,738
2024-08-02 01:32:33.727640,741
2024-08-02 01:32:38.762605,742
2024-08-02 01:32:44.636731,745
2024-08-02 01:32:49.671696,746
2024-08-02 01:32:55.545822,747
2024-08-02 01:33:01.419948,750
2024-08-02 01:33:06.454913,751
2024-08-02 01:33:12.329039,754
2024-08-02 01:33:17.364004,755
2024-08-02 01:33:23.238130,756
2024-08-02 01:33:29.112256,759
2024-08-02 01:33:34.147221,760
2024-08-02 01:33:40.021347,763
2024-08-02 01:33:45.056312,764
2024-08-02 01:33:50.930438,765
2024-08-02 01:33:56.804563,768
2024-08-02 01:34:01.839528,769
2024-08-02 01:34:07.713654,772
2024-08-02 01:34:12.748619,773
2024-08-02 01:34:18.622745,774
2024-08-02 01:34:24.496871,777
2024-08-02 01:34:29.531836,778
2024-08-02 01:34:35.405962,781
2024-08-02 01:34:40.440927,782
2024-08-02 01:34:46.315053,783
2024-08-02 01:34:52.189179,786
2024-08-02 01:34:57.224144,787
2024-08-02 01:35:03.098270,790
2024-08-02 01:35:08.133235,791
2024-08-02 01:35:14.007361,792
2024-08-02 01:35:19.881487,795
2024-08-02 01:35:24.916452,796
2024-08-02 01:35:30.790577,799
2024-08-02 01:35:35.825542,800
2024-08-02 01:35:41.699668,801
2024-08-02 01:35:47.573794,804
2024-08-02 01:35:52.608759,805
2024-08-02 01:35:58.482885,808
2024-08-02 01:36:03.517850,809
2024-08-02 01:36:09.391976,810
2024-08-02 01:36:15.266102,813
2024-08-02 01:36:20.301067,814
2024-08-02 01:36:26.175193,817
2024-08-02 01:36:31.210158,818
2024-08-02 01:36:37.084284,819
2024-08-02 01:36:42.958410,822
2024-08-02 01:36:47.993375,823
2024-08-02 01:36:53.867501,826
2024-08-02 01:36:58.902466,827
2024-08-02 01:37:04.776591,828
2024-08-02 01:37:10.650717,831
2024-08-02 01:37:15.685682,832
2024-08-02 01:37:21.559808,835
2024-08-02 01:37:26.594773,836
2024-08-02 01:37:32.468899,837
2024-08-02 01:37:38.343025,840
2024-08-02 01:37:43.377990,841
2024-08-02 01:37:49.252116,844
2024-08-02 01:37:54.287081,845
2024-08-02 01:38:00.161207,846
2024-08-02 01:38:06.035333,849
2024-08-02 01:38:11.070298,850
2024-08-02 01:38:16.944424,853
2024-08-02 01:38:21.979389,854
2024-08-02 01:38:27.853514,855
2024-08-02 01:38:33.727640,858
2024-08-02 01:38:38.762605,859
2024-08-02 01:38:44.636731,862
2024-08-02 01:38:49.671696,863
2024-08-02 01:38:55.545822,864
2024-08-02 01:39:01.419948,867
2024-08-02 01:39:06.454913,868
2024-08-02 01:39:12.329039,871
2024-08-02 01:39:17.364004,872
2024-08-02 01:39:23.238130,873
2024-08-02 01:39:29.112256,876
2024-08-02 01:39:34.147221,877
2024-08-02 01:39:40.021347,880
2024-08-02 01:39:45.056312,881
2024-08-02 01:39:50.930438,882
2024-08-02 01:39:56.804563,885
2024-08-02 01:40:01.839528,886
2024-08-02 01:40:07.713654,889
2024-08-02 01:40:12.748619,890
2024-08-02 01:40:18.622745,891
2024-08-02 01:40:24.496871,894
2024-08-02 01:40:29.531836,895
2024-08-02 01:40:35.405962,898
2024-08-02 01:40:40.440927,899
2024-08-02 01:40:46.315053,900
2024-08-02 01:40:52.189179,903
2024-08-02 01:40:57.224144,904
2024-08-02 01:41:03.098270,907
2024-08-02 01:41:08.133235,908
2024-08-02 01:41:14.007361,909
2024-08-02 01:41:19.881487,912
2024-08-02 01:41:24.916452,913
2024-08-02 01:41:30.790577,916
2024-08-02 01:41:35.825542,917
2024-08-02 01:41:41.699668,918
2024-08-02 01:41:47.573794,921
2024-08-02 01:41:52.608759,922
2024-08-02 01:41:58.482885,925
2024-08-02 01:42:03.517850,926
2024-08-02 01:42:09.391976,927
2024-08-02 01:42:15.266102,930
2024-08-02 01:42:20.301067,931
2024-08-02 01:42:26.175193,934
2024-08-02 01:42:31.210158,935
2024-08-02 01:42:37.084284,936
2024-08-02 01:42:42.958410,939
2024-08-02 01:42:47.993375,940
2024-08-02 01:42:53.867501,943
2024-08-02 01:42:58.902466,944
2024-08-02 01:43:04.776591,945
2024-08-02 01:43:10.650717,948
2024-08-02 01:43:15.685682,949
2024-08-02 01:43:21.559808,952
2024-08-02 01:43:26.594773,953
2024-08-02 01:43:32.468899,954
2024-08-02 01:43:38.343025,957
2024-08-02 01:43:43.377990,958
2024-08-02 01:43:49.252116,961
2024-08-02 01:43:54.287081,962
2024-08-02 01:44:00.161207,963
2024-08-02 01:44:06.035333,966
2024-08-02 01:44:11.070298,967
2024-08-02 01:44:16.944424,970
2024-08-02 01:44:21.979389,971
2024-08-02 01:44:27.853514,972
2024-08-02 01:44:33.727640,975
2024-08-02 01:44:38.762605,976
2024-08-02 01:44:44.636731,979
2024-08-02 01:44:49.671696,980
2024-08-02 01:44:55.545822,981
2024-08-02 01:45:01.419948,984
2024-08-02 01:45:06.454913,985
2024-08-02 01:45:12.329039,988
2024-08-02 01:45:17.364004,989
2024-08-02 01:45:23.238130,990
2024-08-02 01:45:29.112256,993
2024-08-02 01:45:34.147221,994
2024-08-02 01:45:40.021347,997
2024-08-02 01:45:45.056312,998
2024-08-02 01:45:50.930438,999
2024-08-02 01:45:56.804563,1002
2024-08-02 01:46:01.839528,1003
2024-08-02 01:46:07.713654,1006
2024-08-02 01:46:12.748619,1007
2024-08-02 01:46:18.622745,1008
2024-08-02 01:46:24.496871,1011
2024-08-02 01:46:29.531836,1012
2024-08-02 01:46:35.405962,1015
2024-08-02 01:46:40.440927,1016
2024-08-02 01:46:46.315053,1017
2024-08-02 01:46:52.189179,1020
2024-08-02 01:46:57.224144,1021
2024-08-02 01:47:03.098270,1024
2024-08-02 01:47:08.133235,1025
2024-08-02 01:47:14.007361,1026
2024-08-02 01:47:19.881487,1029
2024-08-02 01:47:24.916452,1030
2024-08-02 01:47:30.790577,1033
2024-08-02 01:47:35.825542,1034
2024-08-02 01:47:41.699668,1035
2024-08-02 01:47:47.573794,1038
2024-08-02 01:47:52.608759,1039
2024-08-02 01:47:58.482885,1042
2024-08-02 01:48:03.517850,1043
2024-08-02 01:48:09.391976,1044
2024-08-02 01:48:15.266102,1047
2024-08-02 01:48:20.301067,1048
2024-08-02 01:48:26.175193,1051
2024-08-02 01:48:31.210158,1052
2024-08-02 01:48:37.084284,1053
2024-08-02 01:48:42.958410,1056
2024-08-02 01:48:47.993375,1057
2024-08-02 01:48:53.867501,1060
2024-08-02 01:48:58.902466,1061
2024-08-02 01:49:04.776591,1062
2024-08-02 01:49:10.650717,1065
2024-08-02 01:49:15.685682,1066
2024-08-02 01:49:21.559808,1069
2024-08-02 01:49:26.594773,1070
2024-08-02 01:49:32.468899,1071
2024-08-02 01:49:38.343025,1074
2024-08-02 01:49:43.377990,1075
2024-08-02 01:49:49.252116,1078
2024-08-02 01:49:54.287081,1079
2024-08-02 01:50:00.161207,1080
2024-08-02 01:50:06.035333,1083
2024-08-02 01:50:11.070298,1084
2024-08-02 01:50:16.944424,1087
2024-08-02 01:50:21.979389,1088
2024-08-02 01:50:27.853514,1089
2024-08-02 01:50:33.727640,1092
2024-08-02 01:50:38.762605,1093
2024-08-02 01:50:44.636731,1096
2024-08-02 01:50:49.671696,1097
2024-08-02 01:50:55.545822,1098
2024-08-02 01:51:01.419948,1101
2024-08-02 01:51:06.454913,1102
2024-08-02 01:51:12.329039,1105
2024-08-02 01:51:17.364004,1106
2024-08-02 01:51:23.238130,1107
2024-08-02 01:51:29.112256,1110
2024-08-02 01:51:34.147221,1111
2024-08-02 01:51:40.021347,1114
2024-08-02 01:51:45.056312,1115
2024-08-02 01:51:50.930438,1116
2024-08-02 01:51:56.804563,1119
2024-08-02 01:52:01.839528,1120
2024-08-02 01:52:07.713654,1123
2024-08-02 01:52:12.748619,1124
2024-08-02 01:52:18.622745,1125
2024-08-02 01:52:24.496871,1128
2024-08-02 01:52:29.531836,1129
2024-08-02 01:52:35.405962,1132
2024-08-02 01:52:40.440927,1133
2024-08-02 01:52:46.315053,1134
2024-08-02 01:52:52.189179,1137
2024-08-02 01:52:57.224144,1138
2024-08-02 01:53:03.098270,1141
2024-08-02 01:53:08.133235,1142
2024-08-02 01:53:14.007361,1143
2024-08-02 01:53:19.881487,1146
2024-08-02 01:53:24.916452,1147
2024-08-02 01:53:30.790577,1150
2024-08-02 01:53:35.825542,1151
2024-08-02 01:53:41.699668,1152
2024-08-02 01:53:47.573794,1155
2024-08-02 01:53:52.608759,1156
2024-08-02 01:53:58.482885,1159
2024-08-02 01:54:03.517850,1160
2024-08-02 01:54:09.391976,1161
2024-08-02 01:54:15.266102,1164
2024-08-02 01:54:20.301067,1165
2024-08-02 01:54:26.175193,1168
2024-08-02 01:54:31.210158,1169
2024-08-02 01:54:37.084284,1170
2024-08-02 01:54:42.958410,1173
2024-08-02 01:54:47.993375,1174
2024-08-02 01:54:53.867501,1177
2024-08-02 01:54:58.902466,1178
2024-08-02 01:55:04.776591,1179
2024-08-02 01:55:10.650717,1182
2024-08-02 01:55:15.685682,1183
2024-08-02 01:55:21.559808,1186
2024-08-02 01:55:26.594773,1187
2024-08-02 01:55:32.468899,1188
2024-08-02 01:55:38.343025,1191
2024-08-02 01:55:43.377990,1192
2024-08-02 01:55:49.252116,1195
2024-08-02 01:55:54.287081,1196
2024-08-02 01:56:00.161207,1197
2024-08-02 01:56:06.035333,1200
2024-08-02 01:56:11.070298,1201
2024-08-02 01:56:16.944424,1204
2024-08-02 01:56:21.979389,1205
2024-08-02 01:56:27.853514,1206
2024-08-02 01:56:33.727640,1209
2024-08-02 01:56:38.762605,1210
2024-08-02 01:56:44.636731,1213
2024-08-02 01:56:49.671696,1214
2024-08-02 01:56:55.545822,1215
2024-08-02 01:57:01.419948,1218
2024-08-02 01:57:06.454913,1219
2024-08-02 01:57:12.329039,1222
2024-08-02 01:57:17.364004,1223
2024-08-02 01:57:23.238130,1224
2024-08-02 01:57:29.112256,1227
2024-08-02 01:57:34.147221,1228
2024-08-02 01:57:40.021347,1231
2024-08-02 01:57:45.056312,1232
2024-08-02 01:57:50.930438,1233
2024-08-02 01:57:56.804563,1236
2024-08-02 01:58:01.839528,1237
2024-08-02 01:58:07.713654,1240
2024-08-02 01:58:12.748619,1241
2024-08-02 01:58:18.622745,1242
2024-08-02 01:58:24.496871,1245
2024-08-02 01:58:29.531836,1246
2024-08-02 01:58:35.405962,1249
2024-08-02 01:58:40.440927,1250
2024-08-02 01:58:46.315053,1251
2024-08-02 01:58:52.189179,1254
2024-08-02 01:58:57.224144,1255
2024-08-02 01:59:03.098270,1258
2024-08-02 01:59:08.133235,1259
2024-08-02 01:59:14.007361,1260
2024-08-02 01:59:19.881487,1263
2024-08-02 01:59:24.916452,1264
2024-08-02 01:59:30.790577,1267
2024-08-02 01:59:35.825542,1268
2024-08-02 01:59:41.699668,1269
2024-08-02 01:59:47.573794,1272
2024-08-02 01:59:52.608759,1273
2024-08-02 01:59:58.482885,1276
2024-08-02 02:00:03.517850,1277
2024-08-02 02:00:09.391976,1278
2024-08-02 02:00:15.266102,1281
2024-08-02 02:00:20.301067,1282
2024-08-02 02:00:26.175193,1285
2024-08-02 02:00:31.210158,1286
2024-08-02 02:00:37.084284,1287
2024-08-02 02:00:42.958410,1290
2024-08-02 02:00:47.993375,1291
2024-08-02 02:00:53.867501,1294
2024-08-02 02:00:58.902466,1295
2024-08-02 02:01:04.776591,1296
2024-08-02 02:01:10.650717,1299
2024-08-02 02:01:15.685682,1300
2024-08-02 02:01:21.559808,1303
2024-08-02 02:01:26.594773,1304
2024-08-02 02:01:32.468899,1305
2024-08-02 02:01:38.343025,1308
2024-08-02 02:01:43.377990,1309
2024-08-02 02:01:49.252116,1312
2024-08-02 02:01:54.287081,1313
2024-08-02 02:02:00.161207,1314
2024-08-02 02:02:06.035333,1317
2024-08-02 02:02:11.070298,1318
2024-08-02 02:02:16.944424,1321
2024-08-02 02:02:21.979389,1322
2024-08-02 02:02:27.853514,1323
2024-08-02 02:02:33.727640,1326
2024-08-02 02:02:38.762605,1327
2024-08-02 02:02:44.636731,1330
2024-08-02 02:02:49.671696,1331
2024-08-02 02:02:55.545822,1332
2024-08-02 02:03:01.419948,1335
2024-08-02 02:03:06.454913,1336
2024-08-02 02:03:12.329039,1339
2024-08-02 02:03:17.364004,1340
2024-08-02 02:03:23.238130,1341
2024-08-02 02:03:29.112256,1344
2024-08-02 02:03:34.147221,1345
2024-08-02 02:03:40.021347,1348
2024-08-02 02:03:45.056312,1349
2024-08-02 02:03:50.930438,1350
2024-08-02 02:03:56.804563,1353
2024-08-02 02:04:01.839528,1354
2024-08-02 02:04:07.713654,1357
2024-08-02 02:04:12.748619,1358
2024-08-02 02:04:18.622745,1359
2024-08-02 02:04:24.496871,1362
2024-08-02 02:04:29.531836,1363
2024-08-02 02:04:35.405962,1366
2024-08-02 02:04:40.440927,1367
2024-08-02 02:04:46.315053,1368
2024-08-02 02:04:52.189179,1371
2024-08-02 02:04:57.224144,1372
2024-08-02 02:05:03.098270,1375
2024-08-02 02:05:08.133235,1376
2024-08-02 02:05:14.007361,1377
2024-08-02 02:05:19.881487,1380
