,tracking_number,pallet_id,scac,partition,received_ts,inducted_ts,sorted_ts,current_queue
0,PKG000007,1,UPSN,UPSN,33.974771628434915,35.496200199863495,35.89316989683319,queue_national_carrier_sort
1,PKG000008,1,FDEG,FDEG,33.974771628434915,35.51286686653016,35.90983656349986,queue_national_carrier_sort
2,PKG000010,1,FDEG,FDEG,33.974771628434915,35.56524781891112,35.962217515880816,queue_national_carrier_sort
3,PKG000015,1,FDEG,FDEG,33.974771628434915,35.66762877129207,36.06459846826177,queue_national_carrier_sort
4,PKG000018,1,USPS,USPS,33.974771628434915,35.736676390339696,36.25680626046956,queue_national_carrier_sort
5,PKG000021,1,USPS,USPS,33.974771628434915,35.822390676053985,36.273472927136226,queue_national_carrier_sort
6,PKG000024,1,FDEG,FDEG,33.974771628434915,35.855724009387316,36.32585387951718,queue_national_carrier_sort
7,PKG000025,1,FDEG,FDEG,33.974771628434915,35.908104961768274,36.42823483189814,queue_national_carrier_sort
8,PKG000027,1,USPS,USPS,33.974771628434915,35.92477162843494,36.62044262410593,queue_national_carrier_sort
9,PKG000029,1,USPS,USPS,33.974771628434915,35.99381924748256,36.63710929077259,queue_national_carrier_sort
10,PKG000031,1,USPS,USPS,33.974771628434915,36.01048591414923,36.68949024315355,queue_national_carrier_sort
11,PKG000033,1,FDEG,FDEG,33.974771628434915,36.07953353319685,36.791871195534505,queue_national_carrier_sort
12,PKG000034,1,UPSN,UPSN,33.974771628434915,36.07953353319685,36.98407898774229,queue_national_carrier_sort
13,PKG000035,1,UPSN,UPSN,33.974771628434915,36.09620019986352,37.00074565440896,queue_national_carrier_sort
14,PKG000036,1,UPSN,UPSN,33.974771628434915,36.11286686653018,37.05312660678992,queue_national_carrier_sort
15,PKG000037,1,USPS,USPS,33.974771628434915,36.16524781891114,37.15550755917087,queue_national_carrier_sort
16,PKG000039,1,UPSN,UPSN,33.974771628434915,36.181914485577806,37.34771535137866,queue_national_carrier_sort
17,PKG000041,1,USPS,USPS,33.974771628434915,36.25096210462543,37.364382018045326,queue_national_carrier_sort
18,PKG000043,1,UPSN,UPSN,33.974771628434915,36.267628771292095,37.416762970426284,queue_national_carrier_sort
19,PKG000045,1,UPSN,UPSN,33.974771628434915,36.33667639033972,37.51914392280724,queue_national_carrier_sort
20,PKG000047,1,UPSN,UPSN,33.974771628434915,36.353343057006384,37.71135171501503,queue_national_carrier_sort
21,PKG000051,1,UPSN,UPSN,33.974771628434915,36.43905734272067,37.72801838168169,queue_national_carrier_sort
22,PKG000053,1,FDEG,FDEG,33.974771628434915,36.5081049617683,37.78039933406265,queue_national_carrier_sort
23,PKG000054,1,USPS,USPS,33.974771628434915,36.5081049617683,37.882780286443605,queue_national_carrier_sort
24,PKG000056,1,FDEG,FDEG,33.974771628434915,36.54143829510163,38.074988078651394,queue_national_carrier_sort
25,PKG000057,1,FDEG,FDEG,33.974771628434915,36.593819247482585,38.09165474531806,queue_national_carrier_sort
26,PKG000060,1,USPS,USPS,33.974771628434915,36.62715258081592,38.14403569769902,queue_national_carrier_sort
27,PKG000062,2,UPSN,UPSN,35.30810496176825,36.727152580815876,38.24641665007997,queue_national_carrier_sort
28,PKG000064,2,FDEG,FDEG,35.30810496176825,36.727152580815876,38.43862444228776,queue_national_carrier_sort
29,PKG000066,2,FDEG,FDEG,35.30810496176825,36.812866866530165,38.45529110895443,queue_national_carrier_sort
30,PKG000068,2,USPS,USPS,35.30810496176825,36.82953353319683,38.507672061335384,queue_national_carrier_sort
31,PKG000069,2,UPSN,UPSN,35.30810496176825,36.85096210462545,38.61005301371634,queue_national_carrier_sort
32,PKG000072,2,USPS,USPS,35.30810496176825,36.91524781891112,38.80226080592413,queue_national_carrier_sort
33,PKG000074,2,UPSN,UPSN,35.30810496176825,36.98429543795874,38.818927472590794,queue_national_carrier_sort
34,PKG000075,2,USPS,USPS,35.30810496176825,36.98429543795874,38.87130842497175,queue_national_carrier_sort
35,PKG000076,2,USPS,USPS,35.30810496176825,37.00096210462541,38.973689377352706,queue_national_carrier_sort
36,PKG000077,2,UPSN,UPSN,35.30810496176825,37.02239067605403,39.165897169560495,queue_national_carrier_sort
37,PKG000079,2,UPSN,UPSN,35.30810496176825,37.07000972367303,39.18256383622716,queue_national_carrier_sort
38,PKG000080,2,USPS,USPS,35.30810496176825,37.0866763903397,39.23494478860812,queue_national_carrier_sort
39,PKG000082,2,UPSN,UPSN,35.30810496176825,37.15572400938732,39.33732574098907,queue_national_carrier_sort
40,PKG000083,2,USPS,USPS,35.30810496176825,37.15572400938732,39.52953353319686,queue_national_carrier_sort
41,PKG000088,2,UPSN,UPSN,35.30810496176825,37.258104961768275,39.54620019986353,queue_national_carrier_sort
42,PKG000089,2,FDEG,FDEG,35.30810496176825,37.2795335331969,39.598581152244485,queue_national_carrier_sort
43,PKG000090,2,FDEG,FDEG,35.30810496176825,37.3271525808159,39.70096210462544,queue_national_carrier_sort
44,PKG000093,2,USPS,USPS,35.30810496176825,37.365247818911186,39.89316989683323,queue_national_carrier_sort
45,PKG000095,2,USPS,USPS,35.30810496176825,37.41286686653019,39.909836563499894,queue_national_carrier_sort
46,PKG000097,2,USPS,USPS,35.30810496176825,37.450962104625475,39.96221751588085,queue_national_carrier_sort
47,PKG000099,2,USPS,USPS,35.30810496176825,37.498581152244476,40.064598468261806,queue_national_carrier_sort
48,PKG000100,2,UPSN,UPSN,35.30810496176825,37.51524781891114,40.256806260469595,queue_national_carrier_sort
49,PKG000102,2,USPS,USPS,35.30810496176825,37.584295437958765,40.27347292713626,queue_national_carrier_sort
50,PKG000103,2,USPS,USPS,35.30810496176825,37.584295437958765,40.32585387951722,queue_national_carrier_sort
51,PKG000104,2,UPSN,UPSN,35.30810496176825,37.60096210462543,40.42823483189817,queue_national_carrier_sort
52,PKG000105,2,USPS,USPS,35.30810496176825,37.62239067605405,40.62044262410596,queue_national_carrier_sort
53,PKG000107,2,USPS,USPS,35.30810496176825,37.670009723673054,40.63710929077263,queue_national_carrier_sort
54,PKG000108,2,UPSN,UPSN,35.30810496176825,37.68667639033972,40.689490243153585,queue_national_carrier_sort
55,PKG000109,2,UPSN,UPSN,35.30810496176825,37.70810496176834,40.79187119553454,queue_national_carrier_sort
56,PKG000111,2,UPSN,UPSN,35.30810496176825,37.75572400938734,40.98407898774233,queue_national_carrier_sort
57,PKG000112,2,USPS,USPS,35.30810496176825,37.77239067605401,41.000745654408995,queue_national_carrier_sort
