,Truck_1_Arrival,Truck_2_Arrival,Truck_3_Arrival,Truck_4_Arrival,Truck_5_Arrival,Truck_6_Arrival,Truck_7_Arrival,Truck_8_Arrival,Truck_9_Arrival,Truck_10_Arrival,Truck_11_Arrival,Truck_12_Arrival,Truck_13_Arrival,Truck_14_Arrival,Truck_15_Arrival,Truck_1_Volume,Truck_2_Volume,Truck_3_Volume,Truck_4_Volume,Truck_5_Volume,Truck_6_Volume,Truck_7_Volume,Truck_8_Volume,Truck_9_Volume,Truck_10_Volume,Truck_11_Volume,Truck_12_Volume,Truck_13_Volume,Truck_14_Volume,Truck_15_Volume
<<<<<<< HEAD
0,56.4356604124912,92.35435355617874,144.37913022383927,128.28236596810316,113.65292275414627,213.0971620638697,173.77144079825683,229.88151993601167,205.5959903940554,266.6837234171748,229.11919981518832,952.3270759359465,957.2475652312721,919.5214722338745,831.3173774948986,452,443,434,457,508,585,155,469,250,1174,510,238,130,150,125
=======
0,68.51164360219525,93.52303701176808,125.2500178451725,95.29530583191288,72.33105718839627,145.72727633373313,169.72354433588436,233.5263039424951,248.69143303661022,226.38655259004662,224.57861969608976,949.7762857244497,919.7624172106549,961.0771759631738,806.2664177594988,223,490,438,306,594,861,226,511,804,836,555,147,268,33,149
1,46.76096745749144,72.83558896979864,149.26609421189946,196.6168493556956,96.50843647997046,195.81785068552324,176.83652772007815,212.95728953002998,225.4427332093776,217.6248133763252,240.16720222429825,946.668109987533,994.6426474234311,999.5312922132047,895.7552845566009,384,507,838,244,180,542,488,401,696,402,374,199,190,53,123
2,79.03037758464502,66.10342071175019,128.6414416224196,132.77285333110535,136.59617341516199,140.20429098840066,201.2399918585756,221.9098583841901,259.84745855534214,215.34881240676955,238.80872095505046,944.693636912655,909.6977996349635,945.872078962021,975.5132702867518,241,671,445,300,598,366,251,309,148,682,449,165,158,259,142
3,74.44516134686707,106.59182163191055,124.96775262963007,159.89330591428106,116.69315025870036,169.68383698406663,181.10995446369813,245.98172330645136,246.4457188346542,262.03164780105413,218.8427179701239,955.5441390455071,999.0035059878558,986.3569273080785,856.3435638410126,590,704,648,322,686,826,16,408,481,659,491,77,215,257,90
4,101.41500075364274,122.22503716914103,122.29283153436546,181.948310594823,140.8388053426147,164.3453444137281,147.28646669015868,227.5053248686417,168.4730006190609,236.8906898435594,189.75871260341367,963.6719546690483,866.1808711987696,995.7038602184696,1005.9026001009357,407,439,609,195,406,681,293,556,825,617,388,198,360,269,238
5,49.1350716923426,63.6339736639349,87.90514989830523,123.8368296733745,118.49100556463621,147.93278880020725,167.98975559616628,232.41744891933658,235.71126564656421,197.78283024007456,248.82652216763395,951.4764915891699,968.4753911490892,951.9879611531376,897.0816594115603,252,694,554,495,727,626,208,504,142,687,298,207,205,129,62
6,56.24725786985009,110.82458598044087,127.86134610150032,168.58004255314307,158.08271851156283,156.7248751324541,147.5105165544785,244.9772926785162,208.27798943527148,240.13018315361228,201.22517952380775,935.1734331723239,918.4402026117231,993.0270118823003,912.773615767817,470,520,299,334,410,832,200,494,738,806,402,226,261,89,166
7,63.95401226694247,82.05531207011063,129.844923830592,148.85014128835982,140.77812812113925,157.36073122269457,188.4260864890306,207.48136905608084,226.40618447091416,262.42861314703123,257.25412476459803,929.4771772225661,910.0042601973315,996.0014693652666,958.6430008272852,448,707,540,559,251,442,155,708,389,895,334,190,223,32,130
8,65.72577516165867,68.61998175866987,116.2947405452832,111.5001644948496,130.7237956334479,178.89605645345068,227.45435552463863,239.073292203108,185.05919484421148,258.7901561191374,207.85803710520784,926.8371411495231,965.679476329918,928.0012399609107,997.9298869590718,281,401,677,443,516,466,313,336,228,367,185,174,128,217,225
9,40.758371010320374,92.61472568156104,174.14481473612057,160.49113687519963,144.80741669179025,159.3292649193974,189.91405376607005,242.6417764645713,167.33752811417503,255.9037479441984,260.095329164322,922.3106154415123,927.6390181178133,956.4630183687477,795.22029942873,408,641,468,411,620,711,456,888,176,595,332,171,133,167,95
>>>>>>> 285dfc7cf58aff2f9b4f6f94bf2bc0797be244a4
