,Truck_1_Arrival,Truck_2_Arrival,Truck_3_Arrival,Truck_4_Arrival,Truck_5_Arrival,Truck_6_Arrival,Truck_7_Arrival,Truck_8_Arrival,Truck_9_Arrival,Truck_10_Arrival,Truck_1_Volume,Truck_2_Volume,Truck_3_Volume,Truck_4_Volume,Truck_5_Volume,Truck_6_Volume,Truck_9_Volume,Truck_10_Volume
0,23.283373863390246,67.27699091504657,103.41668381134647,118.77885720755222,218.43973689902677,294.58848177867225,320.2188673308591,909.8888286208618,944.4952798945317,959.6693997933892,6,7,8,6,1,1,6,5
